movie_id,title,original_language,release_date,runtime
the+sign+of+the+cross+1932,The Sign of the Cross,en,1932-11-30,124
hold+that+ghost+1941,Hold That Ghost,en,1941-08-08,86
in+your+hands+2004,In Your Hands,da,2004-01-23,101
a+long+hot+summer+1999,A Long Hot Summer,fi,1999-03-26,0
youth+without+youth+2007,Youth Without Youth,en,2007-10-26,125
dead+ahead+the+exxon+valdez+disaster+,Dead Ahead: The Exxon Valdez Disaster,en,,0
in+the+midst+of+life+1963,In the Midst of Life,en,1963-10-08,95
private+parts+1972,Private Parts,en,1972-09-01,87
the+beans+of+egypt_+maine+1994,"The Beans of Egypt, Maine",en,1994-01-01,0
shadows+in+the+sun+2005,Shadows in the Sun,en,2005-05-12,100
the+serpents+egg+1977,The Serpent's Egg,en,1977-10-28,120
the+jane+austen+book+club+2007,The Jane Austen Book Club,en,2007-09-09,106
key+largo+1948,Key Largo,en,1948-07-31,100
edge+of+madness+2002,Edge of Madness,en,2002-01-01,99
the+host+2013,The Host,en,2013-03-22,125
stars+and+stripes+forever+1952,Stars and Stripes Forever,en,1952-01-01,90
looking+for+hortense+2012,Looking for Hortense,fr,2012-09-05,100
fever+pitch+2005,Fever Pitch,en,2005-04-06,103
fantomas+unleashed+1965,Fantomas Unleashed,fr,1965-12-07,105
jean-michel+basquiat+the+radiant+child+2010,Jean-Michel Basquiat: The Radiant Child,en,2010-01-25,88
los+signos+del+zodiaco+1964,Los signos del zodiaco,es,1964-02-26,0
ju-on+the+grudge+2002,Ju-on: The Grudge,ja,2002-10-18,92
the+manchurian+candidate+2004,The Manchurian Candidate,en,2004-07-30,129
call+her+savage+1932,Call Her Savage,en,1932-11-27,88
pictures+of+the+old+world+1972,Pictures of the Old World,sk,1972-01-01,64
the+endurance+shackletons+legendary+antarctic+expedition+2000,The Endurance: Shackleton's Legendary Antarctic Expedition,en,2000-09-02,97
go+fish+1994,Go Fish,en,1994-06-10,83
the+forgiveness+of+blood+2011,The Forgiveness of Blood,sq,2011-02-18,109
for+the+moment+1993,For the Moment,en,1993-10-01,115
the+institute+2013,The Institute,en,2013-10-11,92
thirty+two+short+films+about+glenn+gould+1993,Thirty Two Short Films About Glenn Gould,en,1993-11-26,93
the+fury+1978,The Fury,en,1978-03-10,118
tie+me+up+tie+me+down+1989,Tie Me Up! Tie Me Down!,es,1989-12-12,111
bluebeard+1936,Bluebeard,en,1936-12-31,13
on+the+riviera+1951,On the Riviera,en,1951-04-20,89
the+more+the+merrier+1943,The More the Merrier,en,1943-03-26,104
teenage+dirtbag+2009,Teenage Dirtbag,en,2009-10-20,106
taxi+4+2007,Taxi 4,fr,2007-02-10,91
the+candy+snatchers+1973,The Candy Snatchers,en,1973-01-01,94
bagdad+cafe+1987,Bagdad Cafe,de,1987-11-12,95
nachbarinnen+2004,Nachbarinnen,de,2004-11-10,90
woodstock+diary+1994,Woodstock Diary,en,1994-08-14,115
admiral+2008,Admiral,ru,2008-06-06,123
the+tree+of+wooden+clogs+1978,The Tree of Wooden Clogs,it,1978-09-21,186
visioneers+2008,Visioneers,en,2008-06-12,90
new+york+lightboard+record+1961,New York Lightboard Record,en,1961-01-01,9
my+son+2006,My Son,fr,2006-03-07,79
futurama+the+beast+with+a+billion+backs+2008,Futurama: The Beast with a Billion Backs,en,2008-06-24,90
dimensions+of+dialogue+1983,Dimensions of Dialogue,cs,1983-01-01,12
the+organizer+1963,The Organizer,it,1963-10-23,130
gestapos+last+orgy+1977,Gestapo's Last Orgy,it,1977-01-21,81
the+star+maker+1995,The Star Maker,it,1995-09-21,113
shooting+fish+1997,Shooting Fish,en,1997-08-22,109
elephant+2003,Elephant,en,2003-05-18,81
a+night+at+the+movies+the+horrors+of+stephen+king+2011,A Night at the Movies: The Horrors of Stephen King,en,2011-10-03,58
puerta+de+hierro_+el+exilio+de+pern+2013,"Puerta de Hierro, el exilio de Perón",es,2013-03-14,100
three+strangers+1946,Three Strangers,en,1946-01-28,92
sweethearts+1938,Sweethearts,en,1938-12-30,114
children+of+the+corn+1984,Children of the Corn,en,1984-03-09,93
claras+heart+1988,Clara's Heart,en,1988-10-07,108
fatso+1980,Fatso,en,1980-02-01,93
kisses+2008,Kisses,en,2008-07-11,72
vatel+2000,Vatel,en,2000-05-01,125
shaka+zulu+the+last+great+warrior+2005,Shaka Zulu: The Last Great Warrior,en,2005-05-03,179
saving+shiloh+2006,Saving Shiloh,en,2006-04-05,90
idiots+and+angels+2008,Idiots and Angels,en,2008-04-26,78
i+bury+the+living+1958,I Bury the Living,en,1958-07-01,76
24+redemption+2008,24: Redemption,en,2008-11-23,102
pitch+black+2000,Pitch Black,en,2000-02-18,108
an+invisible+sign+2010,An Invisible Sign,en,2010-10-06,96
gilda+1946,Gilda,en,1946-02-14,110
mahogany+1975,Mahogany,en,1975-10-08,109
the+silent+scream+1979,The Silent Scream,en,1979-11-23,87
digging+for+fire+2015,Digging for Fire,en,2015-08-21,83
sing+a+song+of+sex+1967,Sing a Song of Sex,ja,1967-02-23,103
best+seller+1987,Best Seller,en,1987-09-25,95
carmen+miranda+bananas+is+my+business+1995,Carmen Miranda: Bananas Is My Business,pt,1995-04-13,91
time+of+the+gypsies+1988,Time of the Gypsies,sh,1988-12-21,142
the+reivers+1969,The Reivers,en,1969-12-25,106
pleasantville+1998,Pleasantville,en,1998-09-17,124
darling+trap+2014,Darling Trap,fr,2014-01-22,90
the+dark+crystal+1982,The Dark Crystal,en,1982-12-17,93
shoulder+arms+1918,Shoulder Arms,en,1918-08-20,45
but+im+a+cheerleader+1999,But I'm a Cheerleader,en,1999-09-12,85
the+loving+story+2011,The Loving Story,en,2011-04-15,77
romeo+must+die+2000,Romeo Must Die,en,2000-03-20,115
morning+for+the+osone+family+1946,Morning for the Osone Family,en,1946-02-21,81
the+cottage+2008,The Cottage,en,2008-02-07,92
our+lady+of+the+assassins+2000,Our Lady of the Assassins,es,2000-09-01,101
i+want+you+1998,I Want You,en,1998-02-15,87
the+heart+of+the+world+2000,The Heart of the World,xx,2000-09-07,6
ride+lonesome+1959,Ride Lonesome,en,1959-02-15,73
the+east+2013,The East,en,2013-05-31,116
shanghai+express+1932,Shanghai Express,en,1932-02-02,80
starman+1984,Starman,en,1984-12-13,115
alone+in+the+wilderness+2004,Alone in the Wilderness,en,2004-10-08,57
aces+n+eights+2008,Aces 'N' Eights,en,2008-03-15,86
the+second+best+exotic+marigold+hotel+2015,The Second Best Exotic Marigold Hotel,en,2015-02-26,122
lethal+weapon+3+1992,Lethal Weapon 3,en,1992-05-15,118
the+story+of+three+loves+1953,The Story of Three Loves,en,1953-03-26,122
f.i.s.t.+1978,F.I.S.T.,en,1978-04-26,145
appropriate+adult+2011,Appropriate Adult,en,2011-09-03,180
the+machine+girl+2008,The Machine Girl,ja,2008-02-07,96
melancholia+2011,Melancholia,da,2011-05-26,136
yi+yi+2000,Yi Yi,zh,2000-09-20,173
pastoral+to+die+in+the+country+1974,Pastoral: To Die in the Country,ja,1974-12-28,104
1+knights+-+in+search+of+the+ravishing+princess+herzelinde+2008,1½ Knights - In Search of the Ravishing Princess Herzelinde,de,2008-12-17,116
detropia+2012,Detropia,en,2012-09-07,93
cuban+rafters+2002,Cuban Rafters,es,2002-04-12,120
shadows++lies+2010,Shadows & Lies,en,2010-04-25,100
night+and+the+city+1992,Night and the City,en,1992-10-11,105
three+ages+1923,Three Ages,en,1923-09-24,63
23+1998,23,de,1998-07-02,99
racing+dreams+2010,Racing Dreams,en,2010-05-14,93
shadow+of+the+holy+book+2007,Shadow of the Holy Book,fi,2007-11-24,90
daddys+dyin...+whos+got+the+will+1990,Daddy's Dyin'... Who's Got the Will?,en,1990-05-04,95
separation+city+2009,Separation City,en,2009-08-06,107
autism+the+musical+2007,Autism: The Musical,en,2007-01-01,93
peas+at+530+2004,Peas at 5:30,de,2004-03-04,107
the+sisterhood+of+the+traveling+pants+2+2008,The Sisterhood of the Traveling Pants 2,en,2008-08-06,117
antisocial+2013,Antisocial,en,2013-07-31,90
mondo+trasho+1969,Mondo Trasho,en,1969-03-14,95
three+brothers+1981,Three Brothers,it,1981-03-19,113
from+one+second+to+the+next+2013,From One Second to the Next,en,2013-08-07,34
goodbye_+columbus+1969,"Goodbye, Columbus",en,1969-01-01,102
stealing+beauty+1996,Stealing Beauty,en,1996-03-29,116
in+the+year+of+the+pig+1969,In the Year of the Pig,en,1969-02-26,101
the+rabbis+cat+2011,The Rabbi's Cat,fr,2011-05-31,100
arch+of+triumph+1948,Arch of Triumph,en,1948-02-17,115
murphys+romance+1985,Murphy's Romance,en,1985-12-25,107
le+rebelle+1980,Le Rebelle,fr,1980-11-12,0
the+great+match+2006,The Great Match,es,2006-04-21,88
the+sleepy+time+gal+2001,The Sleepy Time Gal,en,2001-01-24,108
secret+reunion+2010,Secret Reunion,ko,2010-02-04,116
the+lookout+2007,The Lookout,en,2007-03-09,99
suicide+club+2001,Suicide Club,ja,2001-10-29,99
long+way+round+2004,Long Way Round,en,2004-10-03,294
the+boxtrolls+2014,The Boxtrolls,en,2014-09-10,97
imaginary+crimes+1994,Imaginary Crimes,en,1994-10-14,105
a+prayer+for+the+dying+1987,A Prayer for the Dying,en,1987-09-11,107
interstate+60+2002,Interstate 60,en,2002-04-13,116
47+ronin+1994,47 Ronin,ja,1994-10-22,129
zift+2008,Zift,bg,2008-06-27,92
tough+guys+dont+dance+1987,Tough Guys Don't Dance,en,1987-09-18,110
me+two+2008,Me Two,fr,2008-06-18,87
mega+shark+vs.+crocosaurus+2010,Mega Shark vs. Crocosaurus,en,2010-12-21,90
mr++mrs+bridge+1990,Mr & Mrs Bridge,en,1990-11-23,126
runaway+2009,Runaway,en,2009-06-08,9
the+boy+friend+1971,The Boy Friend,en,1971-12-16,137
little+odessa+1994,Little Odessa,en,1994-10-27,98
a+small+circle+of+friends+1980,A Small Circle of Friends,en,1980-03-12,113
adam+resurrected+2008,Adam Resurrected,en,2008-08-08,106
titan+a.e.+2000,Titan A.E.,en,2000-06-16,94
boy+culture+2007,Boy Culture,en,2007-01-31,88
the+devil+and+miss+jones+1941,The Devil and Miss Jones,en,1941-04-11,92
mujhse+dosti+karoge+2002,Mujhse Dosti Karoge!,hi,2002-08-08,149
young+again+1986,Young Again,en,1986-05-11,120
felicias+journey+1999,Felicia's Journey,en,1999-11-24,116
the+man+with+the+golden+arm+1955,The Man with the Golden Arm,en,1955-12-14,119
the+bedroom+window+1987,The Bedroom Window,en,1987-01-16,112
joy+ride+2001,Joy Ride,en,2001-10-05,97
the+last+of+the+mohicans+1992,The Last of the Mohicans,en,1992-09-25,112
they+call+me+mister+tibbs+1970,They Call Me Mister Tibbs!,en,1970-07-10,108
bad+day+at+black+rock+1955,Bad Day at Black Rock,en,1955-01-07,81
the+fighting+sullivans+1944,The Fighting Sullivans,en,1944-02-03,112
big+wednesday+1978,Big Wednesday,en,1978-05-26,120
erased+2012,Erased,en,2012-09-27,100
the+rat+savior+1976,The Rat Savior,hr,1976-10-26,80
vivien+leigh+scarlett+and+beyond+1990,Vivien Leigh: Scarlett And Beyond,en,1990-05-17,0
jewel+robbery+1932,Jewel Robbery,en,1932-08-13,68
the+smiling+lieutenant+1931,The Smiling Lieutenant,en,1931-08-01,93
romero+1989,Romero,en,1989-08-25,105
hotel+hell+vacation+2010,Hotel Hell Vacation,en,2010-02-07,14
black+2005,Black,hi,2005-02-04,122
dangerous+moves+1984,Dangerous Moves,fr,1984-04-15,110
top+gun+1986,Top Gun,en,1986-05-16,110
aka+2002,AKA,en,2002-01-19,123
the+changeling+1980,The Changeling,en,1980-03-27,107
the+jimmy+show+2002,The Jimmy Show,en,2002-01-16,96
captain+midnight+1942,Captain Midnight,en,1942-02-15,270
dear+john+2010,Dear John,en,2010-02-04,115
bullet+for+a+badman+1964,Bullet for a Badman,en,1964-09-01,80
mosquito+squadron+1969,Mosquito Squadron,en,1969-01-18,86
cold+around+the+heart+1997,Cold Around the Heart,en,1997-11-07,96
the+inkwell+1994,The Inkwell,en,1994-04-22,110
the+lord+of+the+rings+1978,The Lord of the Rings,en,1978-11-15,132
love+forbidden+2002,Love Forbidden,en,2002-05-28,96
seven+men+from+now+1956,Seven Men from Now,en,1956-08-04,78
the+adjuster+1992,The Adjuster,en,1992-05-29,102
in+custody+1994,In Custody,en,1994-04-15,126
jean+renoir+part+one+-+from+la+belle+poque+to+world+war+ii+1993,Jean Renoir: Part One - From La Belle Époque to World War II,en,1993-11-17,60
come+out+and+play+2012,Come Out and Play,en,2012-09-13,87
this+means+war+2012,This Means War,en,2012-02-14,103
cornelis+2010,Cornelis,sv,2010-11-12,101
the+mistress+2006,The Mistress,de,2006-08-07,81
the+journey+of+natty+gann+1985,The Journey of Natty Gann,en,1985-09-25,101
the+constant+nymph+1943,The Constant Nymph,en,1943-06-23,112
follow+me_+boys+1966,"Follow Me, Boys!",en,1966-12-01,131
i+do+2013,I Do,en,2013-05-31,91
in+name+only+1939,In Name Only,en,1939-08-18,94
the+reluctant+saint+1962,The Reluctant Saint,en,1962-12-03,105
the+naked+gun+from+the+files+of+police+squad+1988,The Naked Gun: From the Files of Police Squad!,en,1988-12-02,85
wolf+2004,Wolf,es,2004-11-05,125
this+happy+breed+1944,This Happy Breed,en,1944-06-01,115
only+god+forgives+2013,Only God Forgives,en,2013-05-30,90
atanarjuat+the+fast+runner+2002,Atanarjuat: The Fast Runner,en,2002-02-01,172
belle+toujours+2006,Belle Toujours,fr,2006-09-08,70
glasses+2007,Glasses,ja,2007-09-22,106
snow+on+the+pines+2013,Snow on the Pines,fa,2013-04-09,92
one+step+ahead+of+my+shadow+1933,One Step Ahead of My Shadow,en,1933-02-04,7
taira+clan+saga+1955,Taira Clan Saga,ja,1955-09-21,108
the+keeper+of+lost+causes+2013,The Keeper of Lost Causes,da,2013-10-03,100
east+side+story+1997,East Side Story,en,1997-06-25,78
stormy+waters+1941,Stormy Waters,fr,1941-11-27,91
cyrano+de+bergerac+1990,Cyrano de Bergerac,fr,1990-03-28,137
the+5_000+fingers+of+dr.+t.+1953,"The 5,000 Fingers of Dr. T.",en,1953-07-01,89
so+i+married+an+axe+murderer+1993,So I Married an Axe Murderer,en,1993-07-30,93
the+big+sky+1952,The Big Sky,en,1952-08-19,140
a+cottage+on+dartmoor+1929,A Cottage on Dartmoor,en,1929-10-01,88
hands+across+the+table+1935,Hands Across the Table,en,1935-10-18,80
the+new+rulers+of+the+world+2001,The New Rulers of the World,en,2001-07-18,65
totally+fucked+up+1993,Totally Fucked Up,en,1993-01-12,78
the+sea+that+thinks+2000,The Sea That Thinks,en,2000-12-20,100
the+happiest+days+of+your+life+1950,The Happiest Days of Your Life,en,1950-01-01,81
defenders+of+riga+2007,Defenders of Riga,en,2007-01-01,118
the+horseplayer+1990,The Horseplayer,en,1990-01-01,89
face+2002,Face,en,2002-01-01,0
pauline+at+the+beach+1983,Pauline at the Beach,fr,1983-02-23,94
the+seven-per-cent+solution+1976,The Seven-Per-Cent Solution,en,1976-10-24,113
the+condemned+2013,The Condemned,en,2013-06-27,80
gangster+no.+1+2000,Gangster No. 1,en,2000-06-09,103
the+others+2001,The Others,en,2001-08-02,101
a+soldiers+story+1984,A Soldier's Story,en,1984-09-14,101
we+are+the+night+2010,We Are the Night,de,2010-10-28,100
bullet+ballet+1998,Bullet Ballet,ja,1998-09-12,98
titus+1999,Titus,en,1999-12-25,162
noras+will+2008,Nora's Will,en,2008-10-06,92
beslan+three+days+in+september+2006,Beslan: Three Days in September,en,2006-01-01,75
topper+1937,Topper,en,1937-07-16,97
two+of+a+kind+1983,Two of a Kind,en,1983-01-01,88
admiral+yamamoto+1968,Admiral Yamamoto,ja,1968-08-13,0
burke++hare+2010,Burke & Hare,en,2010-10-29,91
different+from+the+others+1919,Different from the Others,de,1919-05-28,51
diary+of+a+wimpy+kid+rodrick+rules+2011,Diary of a Wimpy Kid: Rodrick Rules,en,2011-03-25,99
across+the+tracks+1991,Across the Tracks,en,1991-02-14,100
not+another+happy+ending+2013,Not Another Happy Ending,en,2013-10-11,102
blue+vinyl+2002,Blue Vinyl,en,2002-01-01,98
the+oath+2010,The Oath,en,2010-05-09,90
the+man+who+planted+trees+1987,The Man Who Planted Trees,fr,1987-05-13,30
shadowzone+1990,Shadowzone,en,1990-02-22,88
la+soufrire+1977,La Soufrière,de,1977-01-01,31
mister+buddwing+1966,Mister Buddwing,en,1966-07-15,100
made+for+each+other+1971,Made For Each Other,en,1971-12-12,100
magnum+force+1973,Magnum Force,en,1973-12-23,124
after+the+dark+2013,After the Dark,en,2013-07-06,107
magic+hunter+1994,Magic Hunter,hu,1994-10-23,106
a+letter+to+elia+2010,A Letter to Elia,en,2010-09-04,60
adrenaline+drive+1999,Adrenaline Drive,ja,1999-06-12,112
anastasia+1956,Anastasia,en,1956-12-13,105
the+sex+and+violence+family+hour+1983,The Sex and Violence Family Hour,en,1983-01-01,60
3+needles+2005,3 Needles,en,2005-09-09,127
thunderbirds+2004,Thunderbirds,en,2004-07-23,95
everest+1998,Everest,en,1998-03-06,44
blue+collar+1978,Blue Collar,en,1978-02-10,114
the+battle+of+the+sexes+1960,The Battle of the Sexes,en,1960-02-25,84
don+quixote+2000,Don Quixote,en,2000-04-08,141
sink+the+bismarck+1960,Sink the Bismarck!,en,1960-02-11,97
the+hurricane+1937,The Hurricane,en,1937-11-05,110
g.b.f.+2013,G.B.F.,en,2013-10-20,92
river+queen+2005,River Queen,en,2005-09-12,114
scarecrows+1988,Scarecrows,en,1988-09-28,83
the+third+miracle+1999,The Third Miracle,en,1999-09-13,119
the+inhabited+island+2008,The Inhabited Island,ru,2008-12-18,115
the+merry+gentleman+2008,The Merry Gentleman,en,2008-04-16,110
holy+wars+2010,Holy Wars,en,2010-01-01,60
snake+womans+curse+1968,Snake Woman's Curse,ja,1968-07-12,85
youngblood+1986,Youngblood,en,1986-01-31,110
chain+reaction+2006,Chain Reaction,en,2006-01-01,101
the+vengeance+of+fu+manchu+1967,The Vengeance of Fu Manchu,en,1967-05-25,91
the+villain+1979,The Villain,en,1979-07-26,89
bedazzled+2000,Bedazzled,en,2000-10-19,93
shade+2003,Shade,en,2003-05-18,101
the+card+1952,The Card,en,1952-02-25,85
my+fake+fiance+2009,My Fake Fiance,en,2009-04-19,95
lonely+street+2009,Lonely Street,en,2009-01-01,93
happy+new+year+2014,Happy New Year,hi,2014-10-23,180
jonis+promise+2005,Joni's Promise,id,2005-04-26,83
painted+skin+2008,Painted Skin,zh,2008-09-25,103
problem+child+1990,Problem Child,en,1990-07-27,81
death+hunt+1981,Death Hunt,en,1981-05-22,97
bling+a+planet+rock+,Bling: A Planet Rock,en,,90
clouds+of+sils+maria+2014,Clouds of Sils Maria,en,2014-08-20,124
hell+comes+to+frogtown+1988,Hell Comes to Frogtown,en,1988-01-01,88
when+dinosaurs+ruled+the+earth+1970,When Dinosaurs Ruled the Earth,en,1970-10-25,96
valley+of+the+dragons+1961,Valley of the Dragons,en,1961-10-31,82
lucky+jordan+1942,Lucky Jordan,en,1942-11-16,84
all+in+this+tea+2007,All In This Tea,en,2007-04-14,70
the+doctor+and+the+devils+1985,The Doctor and the Devils,en,1985-10-04,93
girlhood+2003,Girlhood,en,2003-10-13,82
the+final+2010,The Final,en,2010-01-28,93
the+dark+tower+1943,The Dark Tower,en,1943-10-18,90
blind+2011,Blind,ko,2011-08-10,111
the+witch+who+came+from+the+sea+1976,The Witch Who Came from the Sea,en,1976-02-06,88
glory+road+2006,Glory Road,en,2006-01-13,118
the+darwin+awards+2006,The Darwin Awards,en,2006-07-05,94
baby+the+rain+must+fall+1965,Baby the Rain Must Fall,en,1965-01-12,100
mondo+1995,Mondo,fr,1995-06-01,80
in+old+chicago+1937,In Old Chicago,en,1937-04-14,95
raw+deal+1948,Raw Deal,en,1948-05-26,79
.45+2006,.45,en,2006-11-30,101
orchestra+rehearsal+1978,Orchestra Rehearsal,it,1978-10-01,70
fright+night+2011,Fright Night,en,2011-08-18,106
the+ear+1970,The Ear,cs,1970-01-01,94
shadowlands+1993,Shadowlands,en,1993-12-25,131
crystal+lake+memories+the+complete+history+of+friday+the+13th+2013,Crystal Lake Memories: The Complete History of Friday the 13th,en,2013-09-13,400
cry_+the+beloved+country+1952,"Cry, the Beloved Country",en,1952-04-26,103
naked+violence+1969,Naked Violence,it,1969-11-10,92
black+field+2009,Black Field,el,2009-11-05,104
love+in+the+afternoon+1972,Love in the Afternoon,fr,1972-08-21,97
rain+2001,Rain,en,2001-05-14,92
sister+2012,Sister,fr,2012-02-13,100
the+octagon+1980,The Octagon,en,1980-08-14,104
my+childhood+1972,My Childhood,en,1972-06-05,48
the+trans-atlantic+mystery+1932,The Trans-Atlantic Mystery,en,1932-08-31,22
starlift+1951,Starlift,en,1951-12-14,103
the+red+badge+of+courage+1951,The Red Badge of Courage,en,1951-03-16,69
boys+life+three+stories+of+love_+lust_+and+liberation+1994,"Boys Life: Three Stories of Love, Lust, and Liberation",en,1994-09-30,91
all+the+colors+of+the+dark+1972,All the Colors of the Dark,it,1972-02-28,94
small+town+girl+1953,Small Town Girl,en,1953-04-10,93
and+now+my+love+1974,And Now My Love,fr,1974-05-15,150
save+the+last+dance+2001,Save the Last Dance,en,2001-01-12,112
salvatore+giuliano+1962,Salvatore Giuliano,it,1962-02-28,123
horrible+bosses+2011,Horrible Bosses,en,2011-07-08,98
high+heels+1991,High Heels,es,1991-10-23,109
the+boys+1998,The Boys,en,1998-05-07,86
rosencrantz+and+guildenstern+are+undead+2009,Rosencrantz and Guildenstern Are Undead,en,2009-01-19,89
paradise+now+2005,Paradise Now,en,2005-02-14,90
1-900+1994,1-900,nl,1994-09-01,0
belarmino+1964,Belarmino,pt,1964-11-18,80
wedlock+1991,Wedlock,en,1991-05-10,101
see+you+in+hell_+my+darling+1999,"See You in Hell, My Darling",el,1999-01-01,110
gold+diggers+of+1935+1935,Gold Diggers of 1935,en,1935-03-14,98
flamingo+road+1949,Flamingo Road,en,1949-05-06,94
galaxy+of+terror+1981,Galaxy of Terror,en,1981-10-01,81
armbryterskan+frn+ensamheten+2004,Armbryterskan från Ensamheten,en,2004-10-01,78
paper+moon+1973,Paper Moon,en,1973-05-09,102
gorgeous+1999,Gorgeous,cn,1999-02-12,121
my+father+and+the+man+in+black+2013,My Father And The Man In Black,en,2013-09-06,87
harriet+the+spy+1996,Harriet the Spy,en,1996-07-10,100
my+sister+eileen+1955,My Sister Eileen,en,1955-09-22,108
paint+your+wagon+1969,Paint Your Wagon,en,1969-10-15,158
phantom+1922,Phantom,de,1922-11-13,125
house+of+dracula+1945,House of Dracula,en,1945-12-06,67
the+quiet+2005,The Quiet,en,2005-09-12,96
malena+2000,Malena,it,2000-10-27,109
51+2011,51,en,2011-02-26,87
a+king+in+new+york+1957,A King in New York,en,1957-10-25,110
the+unforgiven+1960,The Unforgiven,en,1960-01-01,125
millennium+actress+2001,Millennium Actress,ja,2001-07-28,87
rembrandts+jaccuse...+2008,Rembrandt's J'Accuse...!,en,2008-10-04,86
camp+2013,Camp,en,2013-02-22,111
daffy+ducks+movie+fantastic+island+1983,Daffy Duck's Movie: Fantastic Island,en,1983-08-05,78
the+web+of+death+1976,The Web of Death,en,1976-10-28,87
amateur+1994,Amateur,en,1994-08-05,105
7+dwarves+the+forest+is+not+enough+2006,7 Dwarves: The Forest Is Not Enough,de,2006-10-25,95
for+greater+glory+-+the+true+story+of+cristiada+2012,For Greater Glory - The True Story of Cristiada,en,2012-06-01,145
merlin+1998,Merlin,en,1998-04-26,182
jeanne+and+the+perfect+guy+1998,Jeanne and the Perfect Guy,fr,1998-04-22,93
how+to+irritate+people+1969,How to Irritate People,en,1969-01-21,68
a+world+without+thieves+2004,A World Without Thieves,zh,2004-12-09,113
hungry+for+change+2012,Hungry for Change,en,2012-01-01,89
love+happens+2009,Love Happens,en,2009-09-18,109
ray+2004,Ray,en,2004-10-29,152
where+the+red+fern+grows+1974,Where the Red Fern Grows,en,1974-06-21,97
free+willy+1993,Free Willy,en,1993-07-16,112
the+kid+2000,The Kid,en,2000-07-07,104
boy+a+2007,Boy A,en,2007-10-28,100
the+muppets+2011,The Muppets,en,2011-11-22,103
the+roman+spring+of+mrs.+stone+1961,The Roman Spring of Mrs. Stone,en,1961-12-28,103
pittsburgh+1942,Pittsburgh,en,1942-12-11,91
power+1986,Power,en,1986-01-31,111
the+road+to+glory+1936,The Road to Glory,en,1936-09-04,103
butterflies+are+free+1972,Butterflies Are Free,en,1972-07-06,109
hotel+pacific+1975,Hotel Pacific,pl,1975-11-27,94
the+man+who+wasnt+there+2001,The Man Who Wasn't There,en,2001-05-13,116
greenberg+2010,Greenberg,en,2010-03-26,107
flypaper+2011,Flypaper,en,2011-08-19,87
the+blade+1995,The Blade,cn,1995-12-21,101
the+idiot+returns+1999,The Idiot Returns,cs,1999-02-25,100
a+film+unfinished+2010,A Film Unfinished,en,2010-08-18,89
the+war+2007,The War,en,2007-09-23,874
muddy+river+1981,Muddy River,ja,1981-01-30,105
sleeping+with+other+people+2015,Sleeping with Other People,en,2015-06-26,100
the+cold+light+of+day+2012,The Cold Light of Day,en,2012-04-04,93
burning+bright+2012,Burning Bright,en,2012-05-02,89
kiler-w+2-ch+1999,Kiler-ów 2-óch,en,1999-01-08,127
race+to+witch+mountain+2009,Race to Witch Mountain,en,2009-03-12,98
ninja+scroll+1993,Ninja Scroll,ja,1993-06-05,94
chill+2007,Chill,en,2007-02-15,88
golden+earrings+1947,Golden Earrings,en,1947-08-27,95
children+of+men+2006,Children of Men,en,2006-09-22,109
donald+glover+weirdo+2011,Donald Glover: Weirdo,en,2011-11-19,60
bay+of+angels+1963,Bay of Angels,fr,1963-03-01,84
freaky+friday+2003,Freaky Friday,en,2003-08-03,97
pathetic+fallacy+1958,Pathetic Fallacy,bn,1958-05-23,102
the+life+of+emile+zola+1937,The Life of Emile Zola,en,1937-10-02,116
the+iron+giant+1999,The Iron Giant,en,1999-08-06,86
age+of+tomorrow+2014,Age of Tomorrow,en,2014-06-10,90
the+same+river+twice+2003,The Same River Twice,en,2003-01-17,78
loose+change+911+an+american+coup+2009,Loose Change 9/11: An American Coup,en,2009-09-22,99
seduced+and+abandoned+2013,Seduced and Abandoned,en,2013-05-20,100
the+desperate+hours+1955,The Desperate Hours,en,1955-10-05,112
d.e.b.s.+2004,D.E.B.S.,en,2004-01-21,91
resident+evil+2002,Resident Evil,en,2002-03-15,100
the+private+lives+of+elizabeth+and+essex+1939,The Private Lives of Elizabeth and Essex,en,1939-11-11,106
uncle+buck+1989,Uncle Buck,en,1989-08-16,100
viola+2012,Viola,es,2012-09-09,65
life+is+a+bed+of+roses+1983,Life Is a Bed of Roses,fr,1983-04-20,110
arthur+1981,Arthur,en,1981-07-17,97
le+divorce+2003,Le Divorce,en,2003-08-08,117
gwendoline+1984,Gwendoline,en,1984-02-07,88
day+watch+2006,Day Watch,ru,2006-01-01,132
jupiters+wife+1995,Jupiter's Wife,en,1995-01-01,87
the+old+lady+who+walked+in+the+sea+1991,The Old Lady Who Walked in the Sea,fr,1991-09-18,0
the+north+star+1943,The North Star,en,1943-11-04,108
the+bridge+2008,The Bridge,de,2008-06-20,100
ballou+2008,Ballou,en,2008-09-11,90
run+silent_+run+deep+1958,"Run Silent, Run Deep",en,1958-03-27,93
gun+the+man+down+1956,Gun The Man Down,en,1956-11-15,76
pocahontas+1995,Pocahontas,en,1995-06-14,81
the+street+with+no+name+1948,The Street with No Name,en,1948-07-14,91
around+the+world+in+eighty+days+1956,Around the World in Eighty Days,en,1956-10-17,167
the+time+of+their+lives+1946,The Time of Their Lives,en,1946-08-16,82
carrie+2002,Carrie,en,2002-11-04,132
mad+rons+prevues+from+hell+1987,Mad Ron's Prevues from Hell,en,1987-01-01,83
